establishment_id,establishment_name,mgr_id,zipcode,lat,long,city,state,no_of_rooms
351,Supertel Montezuma,26797,28653,36.06615,-81.90072,Montezuma,NC,124
352,Supertel Goodwell,31471,73939,36.76824,-101.78344,Goodwell,OK,159
353,Supertel Wingina,31380,24599,37.63289,-78.72452,Wingina,VA,80
354,Supertel Taylors,18608,29687,34.9855,-82.32833,Taylors,SC,251
355,Supertel Potter,30871,69156,41.27689,-103.34587,Potter,NE,112
356,Supertel Livingston,40587,40445,37.3125,-84.21159,Livingston,KY,277
357,Supertel Cottage Hills,18315,62018,38.90847,-90.08574,Cottage Hills,IL,147
358,Supertel Verona,19627,41092,38.81811,-84.70115,Verona,KY,205
359,Supertel Long Beach,35361,98631,46.37988,-124.02241,Long Beach,WA,224
360,Supertel Wiergate,633,75977,31.05997,-93.78455,Wiergate,TX,64
361,Supertel Brown City,19502,48416,43.21791,-82.98476,Brown City,MI,237
362,Supertel Buffalo,10424,57720,45.5497,-103.60655,Buffalo,SD,257
363,Supertel Milesburg,47912,16853,40.94045,-77.78638,Milesburg,PA,293
364,Supertel Bunkerville,40708,89007,36.68605,-114.22915,Bunkerville,NV,237
365,Supertel Alexandria,2154,22309,38.71931,-77.10724,Alexandria,VA,80
366,Supertel Wingate,18055,21675,38.29011,-76.0884,Wingate,MD,94
367,Supertel Carthage,26132,39051,32.7868,-89.50718,Carthage,MS,269
368,Supertel Ferndale,27662,34729,28.61764,-81.69901,Ferndale,FL,30
369,Supertel Forest Hill,13009,71430,31.06764,-92.53135,Forest Hill,LA,109
370,Supertel York,9387,17407,39.8855,-76.71244,York,PA,211
371,Supertel Danvers,18277,56231,45.2788,-95.76381,Danvers,MN,99
372,Supertel Posen,14104,49776,45.24634,-83.6873,Posen,MI,91
373,Supertel Balch Springs,4796,75180,32.71937,-96.61841,Balch Springs,TX,185
374,Supertel Tulsa,44719,74129,36.12669,-95.8701,Tulsa,OK,100
375,Supertel Berea,9326,26327,39.12283,-80.9406,Berea,WV,198
376,Supertel Clyde Park,4910,59018,45.85791,-110.62326,Clyde Park,MT,289
377,Supertel Marysville,40310,59640,46.76814,-112.34922,Marysville,MT,260
378,Supertel Moorcroft,37888,82721,44.46199,-104.89808,Moorcroft,WY,203
379,Supertel Shannon,36495,61078,42.16729,-89.73062,Shannon,IL,188
380,Supertel Frostburg,41645,21532,39.65559,-78.96025,Frostburg,MD,96
381,Supertel Butte,13463,58723,47.75433,-100.60281,Butte,ND,74
382,Supertel Mapleton,29946,84664,40.12627,-111.57712,Mapleton,UT,20
383,Supertel Middletown,43547,52638,40.79864,-91.24577,Middletown,IA,206
384,Supertel Puyallup,2777,98374,47.12904,-122.26156,Puyallup,WA,217
385,Supertel Roanoke,14080,24011,37.27048,-79.94128,Roanoke,VA,150
386,Supertel Alamo,23315,89001,37.40035,-115.39564,Alamo,NV,78
387,Supertel Stroud,14625,74079,35.74368,-96.65592,Stroud,OK,102
388,Supertel Meally,185,41234,37.79654,-82.74161,Meally,KY,246
389,Supertel Carman,3497,61425,40.76297,-91.04575,Carman,IL,178
390,Supertel Annapolis,49982,21403,38.94433,-76.49296,Annapolis,MD,71
391,Supertel Fredonia,9284,16124,41.33336,-80.26486,Fredonia,PA,262
392,Supertel Brownfield,31721,15416,39.85903,-79.72286,Brownfield,PA,29
393,Supertel Waverly,19994,36879,32.73091,-85.55449,Waverly,AL,63
394,Supertel Nelson,8984,3457,43.00282,-72.12933,Nelson,NH,86
395,Supertel Gresham,37742,97030,45.50896,-122.43135,Gresham,OR,231
396,Supertel Mayfield,39278,67103,37.26439,-97.55977,Mayfield,KS,233
397,Supertel Gary,15257,46407,41.57844,-87.33047,Gary,IN,107
398,Supertel Irving,3446,75060,32.79774,-96.95295,Irving,TX,64
399,Supertel Buckner,14883,62819,37.97507,-89.00283,Buckner,IL,28
400,Supertel Parish,5617,13131,43.41964,-76.09539,Parish,NY,248
401,Supertel Pauls Valley,5261,73075,34.75187,-97.23428,Pauls Valley,OK,204
402,Supertel Evergreen Park,25611,60805,41.72201,-87.70243,Evergreen Park,IL,169
403,Supertel Sassamansville,32308,19472,40.34036,-75.58189,Sassamansville,PA,236
404,Supertel Laredo,45814,78040,27.51349,-99.50232,Laredo,TX,196
405,Supertel Ecru,6738,38841,34.34943,-89.02237,Ecru,MS,118
406,Supertel Gravette,41570,72736,36.41402,-94.46548,Gravette,AR,48
407,Supertel Hitchcock,30007,73744,35.94912,-98.29643,Hitchcock,OK,47
408,Supertel Southwick,30580,1077,42.05441,-72.77851,Southwick,MA,164
409,Supertel Donna,22642,78537,26.17322,-98.05744,Donna,TX,35
410,Supertel Sparks,5776,69220,42.92256,-100.17198,Sparks,NE,50
411,Supertel Du Pont,5896,31630,30.92354,-82.85667,Du Pont,GA,45
412,Supertel Kingston,16707,60145,42.09396,-88.77719,Kingston,IL,160
413,Supertel Ellington,49705,14732,42.2188,-79.10696,Ellington,NY,252
414,Supertel Jewett,46946,12444,42.24942,-74.28993,Jewett,NY,272
415,Supertel Gibbon Glade,42127,15440,39.73775,-79.64347,Gibbon Glade,PA,20
416,Supertel Midville,44997,30441,32.81467,-82.23682,Midville,GA,174
417,Supertel Baldwin,1649,70514,29.8452,-91.55301,Baldwin,LA,228
418,Supertel Greenwich,17283,8323,39.39557,-75.36605,Greenwich,NJ,33
419,Supertel Greenville,42441,42345,37.14839,-87.18943,Greenville,KY,281
420,Supertel Sioux City,43839,51105,42.50808,-96.3671,Sioux City,IA,43
421,Supertel Nimitz,34435,25978,37.62861,-80.94138,Nimitz,WV,226
422,Supertel Birmingham,40523,35243,33.44185,-86.74055,Birmingham,AL,221
423,Supertel Paicines,1889,95043,36.51652,-120.97677,Paicines,CA,232
424,Supertel Ludowici,4917,31316,31.7183,-81.73457,Ludowici,GA,298
425,Supertel Wheelwright,48769,1094,42.36481,-72.13548,Wheelwright,MA,118
426,Supertel Cedar Key,31951,32625,29.23005,-82.98331,Cedar Key,FL,106
427,Supertel Warren,7205,5674,44.11112,-72.86081,Warren,VT,161
428,Supertel Falmouth,38412,46127,39.71766,-85.3158,Falmouth,IN,33
429,Supertel Atwater,30798,95301,37.30634,-120.65119,Atwater,CA,178
430,Supertel Fishkill,14752,12524,41.53092,-73.89245,Fishkill,NY,45
431,Supertel Riverside,13894,92507,33.97464,-117.32234,Riverside,CA,261
432,Supertel Los Angeles,23976,90007,34.02819,-118.28486,Los Angeles,CA,42
433,Supertel Conrad,14758,50621,42.24738,-92.91904,Conrad,IA,112
434,Supertel Walnut Creek,13640,94597,37.91768,-122.0718,Walnut Creek,CA,200
435,Supertel Worcester,6484,1606,42.31367,-71.79614,Worcester,MA,99
436,Supertel Montrose,26755,52639,40.52763,-91.46409,Montrose,IA,263
437,Supertel Friedheim,4323,63747,37.55993,-89.81121,Friedheim,MO,141
438,Supertel Shickshinny,12702,18655,41.18327,-76.19619,Shickshinny,PA,96
439,Supertel Pope Valley,5736,94567,38.66342,-122.4349,Pope Valley,CA,261
440,Supertel Doniphan,44233,63935,36.67053,-90.92055,Doniphan,MO,99
441,Supertel Fort Fairfield,11000,4742,46.77766,-67.85526,Fort Fairfield,ME,116
442,Supertel Hardenville,36896,65666,36.57829,-92.36065,Hardenville,MO,300
443,Supertel Lynchburg,47370,24503,37.45272,-79.24286,Lynchburg,VA,198
444,Supertel Machesney Park,8355,61115,42.36365,-89.02869,Machesney Park,IL,168
445,Supertel West Hempstead,48330,11552,40.6916,-73.65073,West Hempstead,NY,59
446,Supertel Moscow,40744,18444,41.33912,-75.54667,Moscow,PA,202
447,Supertel East Worcester,14919,12064,42.60711,-74.65887,East Worcester,NY,191
448,Supertel Lyons,11024,48851,42.95469,-84.9364,Lyons,MI,167
449,Supertel Escondido,29670,92027,33.13263,-116.98335,Escondido,CA,119
450,Supertel Arlington,20477,76005,32.80057,-97.08001,Arlington,TX,123
451,Supertel Bruneau,28841,83604,42.52727,-115.84966,Bruneau,ID,193
452,Supertel Westfield,19716,4787,46.55166,-67.97685,Westfield,ME,50
453,Supertel Liebenthal,43749,67553,38.65444,-99.32017,Liebenthal,KS,172
454,Supertel Dawson,10175,62520,39.82185,-89.45904,Dawson,IL,202
455,Supertel Nesquehoning,21954,18240,40.86279,-75.84727,Nesquehoning,PA,140
456,Supertel Novice,34093,79538,31.97891,-99.69177,Novice,TX,229
457,Supertel Montesano,8781,98563,47.2064,-123.60824,Montesano,WA,221
458,Supertel Sanbornton,29138,3269,43.53,-71.60219,Sanbornton,NH,88
459,Supertel Las Vegas,18195,89109,36.12603,-115.16327,Las Vegas,NV,44
460,Supertel Kure Beach,36883,28449,33.98151,-77.92748,Kure Beach,NC,76
461,Supertel Mcgregor,5841,55760,46.62491,-93.27049,Mcgregor,MN,102
462,Supertel Casa Grande,31925,85194,32.89675,-111.62439,Casa Grande,AZ,213
463,Supertel Ames,37412,73718,36.20799,-98.16898,Ames,OK,92
464,Supertel Dell Rapids,5069,57022,43.85081,-96.7327,Dell Rapids,SD,26
465,Supertel Lincoln,33056,3251,44.0796,-71.65276,Lincoln,NH,35
466,Supertel Bondsville,11270,1009,42.21133,-72.34189,Bondsville,MA,86
467,Supertel Meriden,23993,6451,41.54203,-72.82364,Meriden,CT,87
468,Supertel Moundville,16444,35474,32.93679,-87.57226,Moundville,AL,115
469,Supertel Tarboro,46933,27886,35.90369,-77.52248,Tarboro,NC,178
470,Supertel Fluker,10655,70436,30.83057,-90.53315,Fluker,LA,135
471,Supertel Conway,18303,29527,33.78271,-79.14715,Conway,SC,59
472,Supertel Avoca,26882,51521,41.47987,-95.34526,Avoca,IA,105
473,Supertel Cross Fork,45846,17729,41.49798,-77.74106,Cross Fork,PA,47
474,Supertel Granville,17399,43023,40.07603,-82.53061,Granville,OH,205
475,Supertel Vernonia,40601,97064,45.87276,-123.2309,Vernonia,OR,240
476,Supertel Sacramento,43911,95816,38.57555,-121.46543,Sacramento,CA,57
477,Supertel Bement,25034,61813,39.90933,-88.55796,Bement,IL,262
478,Supertel Kennett,1745,63857,36.22402,-90.04612,Kennett,MO,211
479,Supertel De Soto,1110,66018,38.96524,-94.97232,De Soto,KS,125
480,Supertel East Barre,48474,5649,44.14004,-72.36589,East Barre,VT,46
481,Supertel Patrick,19126,29584,34.5764,-80.05419,Patrick,SC,203
482,Supertel Pomona,42098,8240,39.48676,-74.53633,Pomona,NJ,200
483,Supertel Wyola,28566,59089,45.09259,-107.34476,Wyola,MT,140
484,Supertel Woodsboro,43434,21798,39.53858,-77.29985,Woodsboro,MD,133
485,Supertel Morganton,44940,30560,34.87785,-84.19528,Morganton,GA,165
486,Supertel Zolfo Springs,2078,33890,27.4558,-81.68354,Zolfo Springs,FL,33
487,Supertel Matthews,25801,28104,35.06017,-80.69666,Matthews,NC,154
488,Supertel Anvik,30091,99558,62.65411,-160.21396,Anvik,AK,41
489,Supertel Huddy,14948,41535,37.59368,-82.28422,Huddy,KY,127
490,Supertel Saint Cloud,14678,34772,28.16534,-81.27273,Saint Cloud,FL,268
491,Supertel Eunice,45423,65468,37.25434,-91.79824,Eunice,MO,115
492,Supertel South Milford,43017,46786,41.53156,-85.27269,South Milford,IN,230
493,Supertel Goshen,20560,10924,41.3788,-74.3512,Goshen,NY,100
494,Supertel Abie,11474,68001,41.33369,-96.95489,Abie,NE,242
495,Supertel Norfolk,27799,6058,41.97186,-73.1958,Norfolk,CT,171
496,Supertel Tacoma,28655,98466,47.22842,-122.53479,Tacoma,WA,221
497,Supertel Salvisa,27525,40372,37.90899,-84.88537,Salvisa,KY,174
498,Supertel North Adams,48274,49262,41.96162,-84.4673,North Adams,MI,233
499,Supertel Hecla,34730,57446,45.86698,-98.15423,Hecla,SD,43
500,Supertel Silver Creek,32058,30173,34.13541,-85.14217,Silver Creek,GA,226
501,Supertel Sheldon,10378,5483,44.88322,-72.98484,Sheldon,VT,113
502,Supertel Algonquin,34094,60102,42.16406,-88.30928,Algonquin,IL,69
503,Supertel Eustis,2153,69028,40.64107,-100.04708,Eustis,NE,195
504,Supertel Lakeland,47291,33810,28.13027,-82.03989,Lakeland,FL,217
505,Supertel Mendon,7022,62351,40.11374,-91.26751,Mendon,IL,107
506,Supertel Austin,32019,78702,30.26339,-97.7144,Austin,TX,38
507,Supertel Chugiak,22505,99567,61.26625,-148.86933,Chugiak,AK,123
508,Supertel Fields Landing,18367,95537,40.745,-124.21472,Fields Landing,CA,179
509,Supertel Columbia,11598,65203,38.89497,-92.39928,Columbia,MO,176
510,Supertel Campti,3642,71411,31.90466,-93.08894,Campti,LA,99
511,Supertel Mansfield,12587,57460,45.27323,-98.66585,Mansfield,SD,86
512,Supertel Wentworth,45054,3282,43.86006,-71.9295,Wentworth,NH,173
513,Supertel Laurel Hill,7668,28351,34.84098,-79.56102,Laurel Hill,NC,94
514,Supertel Frederick,2612,21704,39.3506,-77.3735,Frederick,MD,90
515,Supertel San Juan,42640,78589,26.15349,-98.15979,San Juan,TX,195
516,Supertel Superior,41115,51363,43.43363,-94.94678,Superior,IA,199
517,Supertel Newton,26827,2458,42.35294,-71.18763,Newton,MA,271
518,Supertel Spirit Lake,33463,83869,47.98095,-116.89239,Spirit Lake,ID,231
519,Supertel Sedalia,44638,27342,36.06641,-79.6186,Sedalia,NC,280
520,Supertel Tulsa,22469,74146,36.09784,-95.85344,Tulsa,OK,52
521,Supertel Mesquite,14442,88048,32.14966,-106.6581,Mesquite,NM,179
522,Supertel Crater Lake,29553,97604,42.97778,-122.20674,Crater Lake,OR,289
523,Supertel Bluff Dale,38579,76433,32.30662,-98.01096,Bluff Dale,TX,253
524,Supertel Lanagan,15796,64847,36.59217,-94.43863,Lanagan,MO,97
525,Supertel Douglass,48375,67039,37.52163,-96.97322,Douglass,KS,240
526,Supertel Placerville,36475,95667,38.73407,-120.79216,Placerville,CA,70
527,Supertel Schodack Landing,10854,12156,42.47764,-73.74354,Schodack Landing,NY,156
528,Supertel Cape Vincent,19841,13618,44.11641,-76.27851,Cape Vincent,NY,210
529,Supertel Aurora,11954,80014,39.66353,-104.83781,Aurora,CO,183
530,Supertel New York,13286,10027,40.81187,-73.95459,New York,NY,205
531,Supertel New Orleans,12369,70163,29.94998,-90.07546,New Orleans,LA,53
532,Supertel Saxis,43459,23427,37.9124,-75.71344,Saxis,VA,217
533,Supertel Mount Pleasant,6442,84647,39.52708,-111.40658,Mount Pleasant,UT,243
534,Supertel South Plymouth,23535,13844,42.60927,-75.68083,South Plymouth,NY,267
535,Supertel Queens Village,45226,11427,40.73094,-73.74569,Queens Village,NY,194
536,Supertel Pleasant Lake,47732,49272,42.39299,-84.34974,Pleasant Lake,MI,268
537,Supertel Pisgah,16328,51564,41.81309,-95.90801,Pisgah,IA,196
538,Supertel Lake City,23286,81235,37.99363,-107.33098,Lake City,CO,81
539,Supertel San Francisco,2688,94129,37.79743,-122.46662,San Francisco,CA,198
540,Supertel Georgetown,8783,40324,38.24786,-84.54956,Georgetown,KY,130
541,Supertel Smithville,48862,37166,35.92444,-85.78978,Smithville,TN,172
542,Supertel Waco,33094,30182,33.65603,-85.24628,Waco,GA,68
543,Supertel Leeds,26149,58346,48.28953,-99.42218,Leeds,ND,254
544,Supertel Dowelltown,23944,37059,35.98611,-85.90798,Dowelltown,TN,131
545,Supertel Newport,7678,17074,40.47983,-77.14456,Newport,PA,112
546,Supertel Kennebunkport,38299,4046,43.42027,-70.4921,Kennebunkport,ME,141
547,Supertel Gaithersburg,10117,20879,39.16992,-77.17416,Gaithersburg,MD,178
548,Supertel Meriden,31619,6450,41.53332,-72.77399,Meriden,CT,260
549,Supertel Arkansas City,46854,67005,37.06722,-96.99645,Arkansas City,KS,229
550,Supertel Lexington,30054,40508,38.05004,-84.50018,Lexington,KY,294
551,Supertel Canaan,8730,47224,38.88816,-85.22474,Canaan,IN,104
552,Supertel Renner,10401,57055,43.66638,-96.73973,Renner,SD,172
553,Supertel Parker,46685,66072,38.31772,-94.9741,Parker,KS,178
554,Supertel Metamora,10109,61548,40.80887,-89.41311,Metamora,IL,141
555,Supertel Gordon,4204,76453,32.57202,-98.33908,Gordon,TX,144
556,Supertel Bethel,6123,99559,60.76487,-161.90671,Bethel,AK,88
557,Supertel Bloomington,1034,83223,42.18249,-111.40327,Bloomington,ID,159
558,Supertel Middlesboro,35137,40965,36.62469,-83.73461,Middlesboro,KY,254
559,Supertel Loganville,12969,17342,39.85275,-76.70756,Loganville,PA,246
560,Supertel Baton Rouge,38634,70810,30.34637,-91.07998,Baton Rouge,LA,179
561,Supertel Aquasco,11996,20608,38.58638,-76.70702,Aquasco,MD,129
562,Supertel Benton,49412,63736,37.08033,-89.52072,Benton,MO,173
563,Supertel Guymon,12509,73942,36.74452,-101.49555,Guymon,OK,239
564,Supertel Isabella,12349,15447,39.9445,-79.93257,Isabella,PA,96
565,Supertel Union,37808,41091,38.92056,-84.7379,Union,KY,111
566,Supertel Mexican Springs,45133,87320,35.80762,-108.87136,Mexican Springs,NM,159
567,Supertel Barbourville,32478,40906,36.88828,-83.87546,Barbourville,KY,76
568,Supertel Smoaks,38757,29481,33.11382,-80.80301,Smoaks,SC,273
569,Supertel Florence,46125,29505,34.12348,-79.68974,Florence,SC,100
570,Supertel Hettick,25081,62649,39.36451,-90.0664,Hettick,IL,84
571,Supertel Aroma Park,3752,60910,41.06426,-87.79991,Aroma Park,IL,126
572,Supertel Blue Springs,42807,38828,34.42365,-88.86789,Blue Springs,MS,44
573,Supertel Duluth,27911,55811,46.83767,-92.21993,Duluth,MN,158
574,Supertel Prince George,21840,23875,37.22941,-77.25845,Prince George,VA,258
575,Supertel Starbuck,7900,99359,46.53325,-118.15697,Starbuck,WA,164
576,Supertel Pemberton,23751,8068,39.9617,-74.667,Pemberton,NJ,101
577,Supertel Jamaica,30779,11451,40.7012,-73.79579,Jamaica,NY,179
578,Supertel National Park,7973,8063,39.86758,-75.18509,National Park,NJ,300
579,Supertel Old Chatham,43314,12136,42.43249,-73.56016,Old Chatham,NY,164
580,Supertel Bethune,48550,80805,39.29378,-102.44923,Bethune,CO,28
581,Supertel Superior,12800,51363,43.43363,-94.94678,Superior,IA,116
582,Supertel Cromwell,32408,74837,35.34321,-96.4561,Cromwell,OK,29
583,Supertel Everton,42850,72633,36.14023,-92.87572,Everton,AR,97
584,Supertel Rapelje,13406,59067,45.96827,-109.23433,Rapelje,MT,185
585,Supertel Kiahsville,25551,25534,38.08065,-82.27781,Kiahsville,WV,79
586,Supertel Kansas City,29856,64124,39.10718,-94.5391,Kansas City,MO,240
587,Supertel Daleville,12022,39326,32.59814,-88.67904,Daleville,MS,269
588,Supertel Sioux Falls,43704,57110,43.54445,-96.63812,Sioux Falls,SD,274
589,Supertel Palm Bay,42106,32905,28.03136,-80.59997,Palm Bay,FL,275
590,Supertel Lawton,19239,73507,34.74802,-98.50201,Lawton,OK,133
591,Supertel Stewart,26100,37175,36.32349,-87.89678,Stewart,TN,108
592,Supertel Bethel,22205,19931,38.56928,-75.61029,Bethel,DE,182
593,Supertel Roosevelt,29913,8555,40.22116,-74.473,Roosevelt,NJ,295
594,Supertel Gardendale,13661,79758,32.0112,-102.33569,Gardendale,TX,216
595,Supertel Carmichael,33211,95608,38.62611,-121.32886,Carmichael,CA,90
596,Supertel Townsend,3753,1469,42.66514,-71.69161,Townsend,MA,186
597,Supertel Vandergrift,10909,15690,40.6455,-79.54243,Vandergrift,PA,98
598,Supertel Canvas,5526,26662,38.25813,-80.7695,Canvas,WV,34
599,Supertel Gladwin,7828,48624,44.05919,-84.45859,Gladwin,MI,48
600,Supertel North Platte,15218,69101,41.1502,-100.80319,North Platte,NE,217
601,Supertel Tampa,21164,33611,27.89059,-82.50632,Tampa,FL,254
602,Supertel Sunnyvale,2617,94087,37.35164,-122.03669,Sunnyvale,CA,265
603,Supertel Tippecanoe,37035,46570,41.20766,-86.1207,Tippecanoe,IN,287
604,Supertel Denver,46921,80215,39.74412,-105.1158,Denver,CO,283
605,Supertel Roseland,22377,7068,40.82077,-74.30862,Roseland,NJ,47
606,Supertel Cloverdale,23293,46120,39.51252,-86.78711,Cloverdale,IN,207
607,Supertel New York,46501,10022,40.75856,-73.96787,New York,NY,104
608,Supertel New York,20304,10006,40.70949,-74.01306,New York,NY,201
609,Supertel Minneapolis,20678,55448,45.1908,-93.30209,Minneapolis,MN,219
610,Supertel Daly City,5397,94014,37.6907,-122.44769,Daly City,CA,169
611,Supertel Mayfield,35294,12117,43.16894,-74.25557,Mayfield,NY,184
612,Supertel Mansfield,33327,98830,47.88702,-119.52278,Mansfield,WA,68
613,Supertel Groveland,4829,61535,40.58578,-89.52316,Groveland,IL,180
614,Supertel Barney,30476,58008,46.30816,-97.00237,Barney,ND,252
615,Supertel Apulia Station,49873,13020,42.81646,-76.07458,Apulia Station,NY,146
616,Supertel Skwentna,16399,99667,61.85447,-151.82056,Skwentna,AK,283
617,Supertel Somerset,351,46984,40.66777,-85.82975,Somerset,IN,200
618,Supertel Savanna,40808,61074,42.12615,-90.13061,Savanna,IL,161
619,Supertel Townshend,786,5353,43.06501,-72.66484,Townshend,VT,266
620,Supertel Milford,30701,48380,42.57902,-83.66602,Milford,MI,213
621,Supertel Irwin,24477,83428,43.3833,-111.16093,Irwin,ID,298
622,Supertel Union,3441,97883,45.14264,-117.64047,Union,OR,142
623,Supertel Stewartville,30846,55976,43.86378,-92.48394,Stewartville,MN,177
624,Supertel Port Sulphur,32783,70083,29.52342,-89.85211,Port Sulphur,LA,258
625,Supertel Colbert,31806,30628,34.03115,-83.21364,Colbert,GA,59
626,Supertel Clover,23605,24534,36.87835,-78.76691,Clover,VA,135
627,Supertel Golconda,33167,89414,41.04934,-117.22765,Golconda,NV,84
628,Supertel Santa Anna,18259,76878,31.66659,-99.29611,Santa Anna,TX,88
629,Supertel Pequannock,35921,7440,40.94668,-74.29421,Pequannock,NJ,38
630,Supertel Chadds Ford,25796,19317,39.85722,-75.60244,Chadds Ford,PA,177
631,Supertel Dallas,20056,75220,32.86692,-96.87571,Dallas,TX,37
632,Supertel Hartland,48811,48353,42.64736,-83.71627,Hartland,MI,61
633,Supertel Meridian,32851,95957,39.05366,-121.82379,Meridian,CA,244
634,Supertel Lexington,2551,29072,33.9985,-81.27098,Lexington,SC,191
635,Supertel Akiachak,26235,99551,60.92101,-161.40212,Akiachak,AK,251
636,Supertel Vinton,7229,45686,39.00901,-82.36843,Vinton,OH,189
637,Supertel Waynesburg,13131,44688,40.68458,-81.25757,Waynesburg,OH,111
638,Supertel Moreno Valley,13495,92555,33.9133,-117.10867,Moreno Valley,CA,138
639,Supertel Menomonee Falls,23317,53051,43.14905,-88.12348,Menomonee Falls,WI,176
640,Supertel Leedey,49880,73654,35.85908,-99.37483,Leedey,OK,279
641,Supertel Burbank,49227,60459,41.74436,-87.76872,Burbank,IL,299
642,Supertel Alvaton,32934,42122,36.85885,-86.35718,Alvaton,KY,125
643,Supertel Point,8385,75472,32.89177,-95.87239,Point,TX,215
644,Supertel Davis,13323,95616,38.55819,-121.80044,Davis,CA,85
645,Supertel Baileyville,24966,61007,42.19941,-89.59109,Baileyville,IL,119
646,Supertel Crescent Valley,23543,89821,40.55585,-116.41218,Crescent Valley,NV,241
647,Supertel Washington,47395,20052,38.89884,-77.04779,Washington,DC,21
648,Supertel Coila,39513,38923,33.37829,-89.99354,Coila,MS,124
649,Supertel Eastanollee,38414,30538,34.5035,-83.26888,Eastanollee,GA,53
650,Supertel Camp Dennison,39081,45111,39.20033,-84.28746,Camp Dennison,OH,146
651,Supertel Chavies,8126,41727,37.35624,-83.32352,Chavies,KY,144
652,Supertel Morganza,26279,20660,38.36928,-76.70741,Morganza,MD,254
653,Supertel Gallitzin,1207,16641,40.50774,-78.57146,Gallitzin,PA,264
654,Supertel Hardy,1215,41531,37.59509,-82.23131,Hardy,KY,216
655,Supertel Pinecliffe,10477,80471,39.93507,-105.42048,Pinecliffe,CO,278
656,Supertel Andover,12030,57422,45.42288,-97.92199,Andover,SD,247
657,Supertel Grand Rapids,22019,49534,42.97106,-85.78834,Grand Rapids,MI,195
658,Supertel Chariton,1510,50049,41.03741,-93.29566,Chariton,IA,194
659,Supertel Waco,24822,40385,37.73866,-84.13085,Waco,KY,79
660,Supertel Mount Pocono,24916,18344,41.11735,-75.34442,Mount Pocono,PA,264
661,Supertel East Bank,35879,25067,38.20963,-81.44018,East Bank,WV,153
662,Supertel Almond,15957,28702,35.39346,-83.62906,Almond,NC,276
663,Supertel Duluth,29745,55802,46.75267,-92.08197,Duluth,MN,126
664,Supertel Cortez,3569,81321,37.31826,-108.76267,Cortez,CO,26
665,Supertel Licking,49217,65542,37.50497,-91.88432,Licking,MO,265
666,Supertel Frederick,25422,21701,39.44729,-77.33512,Frederick,MD,128
667,Supertel Burnham,25930,4922,44.68739,-69.38255,Burnham,ME,107
668,Supertel Scranton,49029,18519,41.46207,-75.63062,Scranton,PA,170
669,Supertel Seville,16469,44273,41.0291,-81.87739,Seville,OH,222
670,Supertel Calion,15572,71724,33.326,-92.54053,Calion,AR,297
671,Supertel Fresno,33784,93725,36.62667,-119.73501,Fresno,CA,205
672,Supertel Alcova,13277,82620,42.52434,-107.08132,Alcova,WY,125
673,Supertel Baton Rouge,34592,70825,30.45197,-91.18776,Baton Rouge,LA,97
674,Supertel Brooklyn,25847,11249,40.71121,-73.96318,Brooklyn,NY,210
675,Supertel Albuquerque,11450,87116,35.05056,-106.56028,Albuquerque,NM,249
676,Supertel Maryville,30713,37801,35.67134,-84.08453,Maryville,TN,202
677,Supertel Albany,46434,12226,42.67931,-73.80987,Albany,NY,236
678,Supertel Combs,47541,72721,35.78383,-93.78402,Combs,AR,65
679,Supertel Dodge,42303,77334,30.77996,-95.36465,Dodge,TX,71
680,Supertel Suches,10286,30572,34.73539,-84.07364,Suches,GA,29
681,Supertel Moores Hill,24182,47032,39.08109,-85.05503,Moores Hill,IN,294
682,Supertel Foss,36440,73647,35.44786,-99.16124,Foss,OK,122
683,Supertel Beaumont,49317,92223,33.9382,-116.98137,Beaumont,CA,230
684,Supertel Katonah,2640,10536,41.26971,-73.68943,Katonah,NY,141
685,Supertel Enfield,47282,3748,43.60207,-72.11713,Enfield,NH,242
686,Supertel Mendon,16595,64660,39.57226,-93.08923,Mendon,MO,270
687,Supertel Hidalgo,33811,78557,26.10844,-98.25118,Hidalgo,TX,97
688,Supertel McGrady,48498,28649,36.33198,-81.20326,McGrady,NC,181
689,Supertel Hadlyme,40586,6439,41.41573,-72.39964,Hadlyme,CT,262
690,Supertel Lehman,45600,18627,41.31559,-76.02235,Lehman,PA,232
691,Supertel Gardner,42476,60424,41.16604,-88.32941,Gardner,IL,123
692,Supertel Broad Run,15390,20137,38.80682,-77.72992,Broad Run,VA,274
693,Supertel Manchester,25233,17345,40.07929,-76.72812,Manchester,PA,203
694,Supertel Denison,48373,51442,42.02696,-95.35915,Denison,IA,197
695,Supertel Nashville,29440,62263,38.33168,-89.39706,Nashville,IL,169
696,Supertel Mandaree,853,58757,47.67643,-102.54685,Mandaree,ND,109
697,Supertel Lewisville,45437,43754,39.75586,-81.24017,Lewisville,OH,105
698,Supertel Louisburg,2117,65685,37.75642,-93.1511,Louisburg,MO,136
699,Supertel Saint Libory,287,62282,38.35644,-89.71334,Saint Libory,IL,180
700,Supertel Baker,2697,89311,39.16715,-114.19288,Baker,NV,141
701,Supertel Milesburg,2389,16853,40.94045,-77.78638,Milesburg,PA,235
702,Supertel Arthur,31483,58006,47.09682,-97.20359,Arthur,ND,35
703,Supertel Vergennes,16060,62994,37.90593,-89.34664,Vergennes,IL,256
704,Supertel Zapata,26439,78076,26.93149,-99.13382,Zapata,TX,127
705,Supertel Moreno Valley,23007,92553,33.92335,-117.24532,Moreno Valley,CA,179
